transaction_id;customer_id;transaction_date;online_order;order_status;list_price;new_product_id
1;2950;25.02.2017;False;Approved;71.49;22
2;3120;21.05.2017;True;Approved;2091.47;23
3;402;16.10.2017;False;Approved;1793.43;83
4;3135;31.08.2017;False;Approved;1198.46;165
5;787;01.10.2017;True;Approved;1765.3;148
6;2339;08.03.2017;True;Approved;1538.99;61
7;1542;21.04.2017;True;Approved;60.34;57
8;2459;15.07.2017;False;Approved;1292.84;45
9;1305;10.08.2017;False;Approved;1071.23;132
10;3262;30.08.2017;True;Approved;1231.15;40
11;1986;17.01.2017;False;Approved;574.64;27
12;2783;05.01.2017;True;Approved;71.16;121
13;1243;26.02.2017;True;Approved;1057.51;81
14;2717;10.09.2017;False;Approved;1661.92;46
15;247;11.06.2017;False;Approved;1765.3;39
16;2961;10.10.2017;False;Approved;2091.47;23
17;2426;03.04.2017;False;Approved;1555.58;149
18;1842;02.06.2017;False;Approved;1311.44;76
19;2268;06.04.2017;True;Approved;1292.84;110
20;3002;28.01.2017;True;Approved;1538.99;61
21;1582;09.10.2017;False;Approved;499.53;64
22;595;29.06.2017;True;Approved;1793.43;83
23;2001;08.04.2017;True;Approved;1793.43;83
24;515;18.10.2017;False;Approved;1538.99;155
25;2822;11.06.2017;False;Approved;1362.99;168
26;2596;10.01.2017;False;Approved;1469.44;127
27;2666;11.04.2017;True;Approved;1469.44;127
28;76;23.12.2017;False;Approved;574.64;52
29;3368;13.10.2017;True;Approved;360.4;139
30;1173;15.03.2017;False;Approved;642.31;172
31;2810;05.09.2017;True;Approved;1198.46;165
32;3214;18.02.2017;False;Approved;1403.5;19
33;1272;20.03.2017;False;Approved;1538.99;61
34;2003;28.02.2017;True;Approved;1720.7;187
35;2171;20.08.2017;False;Approved;544.05;3
36;3356;07.07.2017;False;Approved;1415.01;173
37;1040;09.01.2017;False;Approved;1842.92;42
38;2916;06.12.2017;False;Approved;71.49;22
39;427;12.09.2017;False;Approved;1231.15;40
40;2448;28.11.2017;True;Approved;544.05;3
41;2570;08.05.2017;True;Approved;1769.64;94
42;3398;14.05.2017;False;Approved;2083.94;150
43;488;17.03.2017;False;Cancelled;642.31;144
44;165;22.12.2017;False;Approved;1289.85;98
45;2787;07.06.2017;True;Approved;1894.19;111
46;3053;20.06.2017;False;Approved;1163.89;130
47;475;07.05.2017;True;Approved;1057.51;81
48;1305;10.06.2017;True;Approved;1151.96;154
49;1251;17.06.2017;False;Approved;235.63;162
50;3103;10.05.2017;False;Approved;642.7;74
51;3108;24.03.2017;False;Approved;1240.31;146
52;857;27.11.2017;False;Approved;1635.3;180
53;3455;21.12.2017;True;Approved;227.88;28
54;2549;09.02.2017;True;Approved;499.53;64
55;3140;18.09.2017;False;Approved;363.01;4
56;3406;14.11.2017;False;Approved;1720.7;99
57;2294;30.08.2017;True;Approved;1635.3;177
58;1031;14.11.2017;False;Approved;100.35;171
59;993;15.02.2017;True;Approved;1458.17;175
60;3473;18.12.2017;False;Approved;1977.36;119
61;1839;24.02.2017;False;Approved;12.01;6
62;1824;18.12.2017;True;Approved;1311.44;76
63;368;17.12.2017;False;Approved;1403.5;80
64;2000;08.07.2017;False;Approved;499.53;14
65;825;16.05.2017;True;Approved;1216.14;66
66;3315;23.02.2017;True;Approved;235.63;162
67;75;03.07.2017;True;Approved;71.49;22
68;1498;30.09.2017;True;Approved;1129.13;24
69;1612;21.10.2017;True;Approved;2091.47;85
70;2192;06.05.2017;True;Approved;499.53;64
71;419;03.01.2017;False;Approved;1292.84;110
72;3307;09.05.2017;True;Approved;1769.64;147
73;2430;23.07.2017;False;Approved;60.34;57
74;1506;21.01.2017;True;Approved;183.86;113
75;1346;20.06.2017;False;Approved;912.52;115
76;927;10.03.2017;False;Approved;60.34;57
77;763;02.06.2017;False;Approved;175.89;104
78;2397;07.11.2017;False;Approved;1073.07;151
79;102;12.09.2017;True;Approved;1179;163
80;2884;16.12.2017;False;Approved;958.74;44
81;759;07.10.2017;True;Approved;792.9;158
82;773;27.04.2017;True;Approved;1071.23;54
83;3398;01.04.2017;True;Approved;235.63;7
84;3297;02.11.2017;True;Approved;1311.44;76
85;2434;13.02.2017;True;Approved;290.62;159
86;1861;19.07.2017;False;Approved;1403.5;19
87;1233;23.05.2017;False;Approved;499.53;64
88;1390;06.08.2017;False;Approved;752.64;73
89;2682;04.04.2017;True;Approved;12.01;6
90;439;15.08.2017;True;Approved;478.16;122
91;1579;15.04.2017;True;Approved;1024.66;47
92;2984;25.07.2017;True;Approved;1945.43;141
93;3470;28.11.2017;True;Approved;1311.44;76
94;1;23.12.2017;False;Approved;235.63;162
95;757;26.02.2017;False;Approved;441.49;95
96;1778;21.02.2017;False;Approved;1403.5;19
97;211;31.05.2017;True;Approved;1073.07;151
98;333;23.06.2017;;Approved;533.51;102
99;32;26.03.2017;False;Approved;569.56;178
100;119;31.07.2017;False;Approved;478.16;11
101;2347;27.07.2017;False;Approved;1148.64;49
102;2353;14.04.2017;False;Approved;1129.13;24
103;788;12.11.2017;False;Approved;1311.44;76
104;1468;12.09.2017;False;Approved;1765.3;148
105;821;26.10.2017;False;Approved;1362.99;168
106;2489;15.02.2017;False;Approved;495.72;137
107;2710;22.12.2017;False;Approved;1555.58;149
108;947;11.10.2017;True;Approved;1992.93;63
109;1335;27.03.2017;True;Approved;1812.75;86
110;1076;04.11.2017;False;Approved;945.04;82
111;3320;11.06.2017;True;Approved;71.16;8
112;779;09.10.2017;False;Approved;792.9;158
113;3296;07.06.2017;True;Approved;358.39;185
114;455;24.10.2017;True;Approved;1873.97;143
115;1779;01.05.2017;False;Approved;642.31;144
116;2703;21.11.2017;True;Approved;360.4;139
117;806;24.03.2017;False;Approved;1810;91
118;22;21.03.2017;False;Approved;1775.81;53
119;1591;20.02.2017;False;Approved;1469.44;127
120;678;16.06.2017;False;Approved;495.72;15
121;50;04.12.2017;False;Approved;1538.99;61
122;1038;01.12.2017;True;Approved;1777.8;60
123;1453;05.03.2017;True;Approved;752.64;73
124;1339;21.03.2017;False;Approved;795.34;184
125;3382;03.01.2017;True;Approved;575.27;56
126;773;01.04.2017;False;Approved;795.34;109
127;2503;16.03.2017;True;Approved;290.62;159
128;1057;26.02.2017;False;Approved;1538.99;61
129;1397;05.06.2017;False;Approved;175.89;104
130;2134;04.09.2017;False;Approved;1769.64;94
131;2403;18.01.2017;True;Approved;1172.78;181
132;1937;28.09.2017;False;Approved;1231.15;40
133;1282;02.09.2017;True;Approved;1065.03;176
134;2183;09.05.2017;False;Approved;1765.3;148
135;1788;17.10.2017;False;Approved;792.9;158
136;1170;25.04.2017;True;Approved;1807.45;128
138;1940;02.08.2017;False;Approved;1065.03;69
139;2073;25.03.2017;False;Cancelled;1179;75
140;462;01.01.2017;False;Approved;1274.93;37
141;2728;22.12.2017;False;Approved;1945.43;35
142;2053;25.12.2017;False;Approved;1289.85;98
143;2135;26.01.2017;True;Approved;1977.36;119
144;1217;20.12.2017;False;Approved;1890.39;174
145;2992;07.06.2017;True;Approved;980.37;31
146;3261;06.04.2017;True;Approved;416.98;90
147;2748;25.04.2017;True;Approved;544.05;131
148;3262;13.01.2017;False;Approved;1386.84;43
149;788;21.03.2017;False;Approved;1362.99;168
150;3067;21.11.2017;True;Approved;742.54;34
151;701;11.11.2017;False;Approved;230.91;72
152;648;16.10.2017;False;Approved;1415.01;173
153;3286;19.08.2017;True;Approved;1793.43;83
154;3383;06.04.2017;True;Approved;2091.47;23
155;982;04.11.2017;True;Approved;688.63;112
156;676;22.08.2017;True;Approved;1842.92;42
157;385;15.09.2017;True;Approved;748.17;29
158;1229;01.03.2017;True;Approved;175.89;104
159;3232;16.08.2017;False;Approved;1466.68;36
161;2381;10.07.2017;False;Approved;792.9;134
162;371;11.12.2017;False;Approved;1765.3;148
163;2519;20.05.2017;True;Approved;1073.07;151
164;2264;30.07.2017;False;Approved;1024.66;47
165;2637;25.10.2017;True;Approved;2091.47;23
166;3262;27.11.2017;False;Approved;1765.3;148
167;3177;26.04.2017;;Approved;363.01;169
168;2267;02.02.2017;False;Approved;1179;163
169;456;02.05.2017;False;Approved;202.62;183
170;404;16.10.2017;;Approved;227.88;28
171;3121;22.10.2017;False;Approved;1036.59;188
172;2365;11.04.2017;True;Approved;1894.19;111
173;2528;16.11.2017;False;Approved;1036.59;188
174;3151;17.12.2017;False;Approved;1466.68;36
175;3241;23.12.2017;False;Approved;1538.99;61
176;1335;30.03.2017;True;Approved;1228.07;142
177;2234;13.04.2017;False;Approved;363.01;169
178;3226;25.07.2017;True;Approved;183.86;113
179;1365;31.01.2017;False;Approved;478.16;122
180;3349;18.03.2017;True;Approved;1775.81;53
181;1002;24.02.2017;False;Approved;1024.66;47
182;2282;18.02.2017;False;Approved;1661.92;46
183;2656;07.01.2017;False;Approved;1289.85;98
184;2409;05.07.2017;True;Approved;1842.92;138
185;1711;19.11.2017;False;Approved;642.31;172
186;2582;08.11.2017;True;Approved;1024.66;47
187;1005;24.07.2017;True;Approved;1873.97;20
188;1597;15.01.2017;True;Approved;2091.47;23
189;2713;12.01.2017;True;Approved;183.86;113
190;1435;27.11.2017;True;Approved;1793.43;83
191;1477;30.06.2017;True;Approved;774.53;78
192;1614;15.07.2017;True;Approved;230.91;1
193;1254;22.06.2017;True;Approved;1231.15;40
194;1423;02.05.2017;False;Approved;1538.99;61
195;276;27.12.2017;False;Approved;586.45;153
196;1315;21.12.2017;True;Approved;12.01;51
197;591;23.05.2017;True;Approved;441.49;95
198;1017;02.02.2017;False;Approved;1762.96;142
199;2123;08.06.2017;False;Approved;1311.44;76
200;2889;15.04.2017;True;Approved;1890.39;114
201;3208;05.09.2017;True;Approved;533.51;16
202;2406;26.02.2017;True;Approved;688.63;58
203;2041;29.07.2017;False;Approved;544.05;131
204;1598;03.07.2017;True;Approved;586.45;153
205;1842;27.05.2017;True;Approved;912.52;115
206;141;05.05.2017;False;Approved;1129.13;26
207;1321;09.09.2017;False;Approved;1635.3;177
208;183;21.05.2017;False;Approved;2005.66;105
209;2591;22.09.2017;False;Approved;1415.01;118
210;3356;12.04.2017;True;Approved;1483.2;124
211;766;07.05.2017;True;Approved;1458.17;87
212;1596;13.01.2017;False;Approved;1469.44;152
213;520;14.12.2017;False;Approved;1148.64;156
214;868;22.03.2017;True;Approved;1289.85;98
215;2999;30.09.2017;False;Approved;1765.3;148
216;352;29.11.2017;True;Approved;360.4;139
217;1140;09.06.2017;False;Approved;1873.97;143
218;621;21.04.2017;False;Approved;1894.19;88
219;3307;13.11.2017;False;Approved;590.26;21
220;1502;09.04.2017;True;Approved;1466.68;36
221;936;08.05.2017;False;Approved;1403.5;80
222;939;08.07.2017;True;Approved;1703.52;32
223;2698;30.11.2017;False;Approved;590.26;21
224;579;25.04.2017;True;Approved;792.9;134
225;2036;30.03.2017;True;Approved;1292.84;110
226;3077;10.03.2017;False;Approved;1703.52;32
227;369;16.03.2017;True;Approved;235.63;162
228;821;04.04.2017;True;Approved;1163.89;41
229;2687;13.03.2017;True;Approved;574.64;52
230;681;23.12.2017;True;Approved;235.63;162
231;37;12.08.2017;True;Approved;1793.43;97
232;3002;04.08.2017;False;Approved;748.17;71
233;396;01.09.2017;False;Approved;1890.39;174
234;550;01.09.2017;True;Approved;1842.92;138
235;1605;02.07.2017;False;Approved;1240.31;146
236;2325;31.08.2017;True;Approved;1311.44;30
237;1420;11.03.2017;True;Approved;688.63;58
238;3099;08.10.2017;False;Approved;1231.15;40
239;1645;01.10.2017;True;Approved;71.16;121
240;546;23.11.2017;False;Approved;1071.23;54
241;2885;27.03.2017;True;Approved;235.63;162
242;2740;04.12.2017;False;Approved;1890.39;114
243;3166;13.11.2017;True;Approved;1483.2;124
244;3487;20.12.2017;True;Approved;1992.93;125
245;2890;22.09.2017;True;Approved;1311.44;76
246;3370;22.01.2017;False;Approved;795.34;184
247;3393;29.01.2017;True;Approved;958.74;44
248;2410;21.07.2017;False;Approved;1890.39;114
249;3466;10.02.2017;True;Approved;71.16;121
250;1454;25.11.2017;False;Cancelled;1762.96;100
251;1967;11.04.2017;;Approved;1483.2;124
252;3089;03.12.2017;False;Approved;1765.3;148
253;3123;30.12.2017;False;Approved;590.26;21
254;2692;26.07.2017;False;Approved;1071.23;132
255;2801;01.04.2017;True;Cancelled;544.05;131
256;1580;22.10.2017;True;Approved;1577.53;41
257;352;22.03.2017;False;Approved;1807.45;128
258;1777;15.06.2017;True;Approved;533.51;102
259;142;06.07.2017;True;Approved;1179;163
260;3393;28.12.2017;False;Approved;230.91;72
261;599;09.05.2017;False;Approved;1024.66;47
262;1258;18.01.2017;False;Approved;100.35;171
263;3405;22.10.2017;True;Approved;795.34;109
264;3198;30.01.2017;False;Approved;1577.53;84
265;834;26.06.2017;False;Approved;1775.81;53
266;3467;07.11.2017;True;Approved;1769.64;94
267;3436;13.08.2017;True;Approved;792.9;134
268;1516;27.08.2017;False;Approved;1636.9;133
269;2833;25.01.2017;True;Approved;1274.93;37
270;2362;13.02.2017;False;Approved;71.49;22
271;2337;11.07.2017;False;Approved;499.53;64
272;2149;30.04.2017;True;Approved;358.39;15
273;2133;19.05.2017;False;Approved;1151.96;154
274;360;26.05.2017;True;Approved;227.88;28
275;2969;03.02.2017;True;Approved;642.31;144
276;1720;28.04.2017;False;Approved;575.27;50
277;2904;23.03.2017;False;Approved;1148.64;49
278;754;03.06.2017;False;Approved;742.54;34
279;1826;25.04.2017;False;Approved;1403.5;80
280;2487;08.04.2017;False;Approved;1065.03;176
281;2815;18.02.2017;False;Approved;1458.17;87
282;541;04.05.2017;False;Approved;1403.5;19
283;302;29.03.2017;False;Approved;1661.92;46
284;2024;03.10.2017;True;Approved;1769.64;94
285;142;27.07.2017;True;Approved;1762.96;100
286;768;07.08.2017;True;Approved;183.86;113
287;2147;07.02.2017;True;Approved;1289.85;82
288;529;20.11.2017;True;Approved;945.04;82
289;825;23.02.2017;False;Approved;1163.89;41
290;624;05.04.2017;True;Approved;1894.19;111
291;2302;07.11.2017;False;Approved;1577.53;84
292;3380;28.10.2017;False;Approved;1977.36;126
293;314;19.11.2017;False;Approved;227.88;9
294;1079;25.08.2017;True;Approved;1555.58;149
295;1643;20.01.2017;True;Approved;1274.93;37
296;1524;14.03.2017;True;Approved;100.35;171
297;3205;14.04.2017;True;Approved;575.27;50
298;2860;20.11.2017;True;Approved;1024.66;47
299;772;24.05.2017;False;Approved;1163.89;41
300;323;25.03.2017;True;Approved;1129.13;24
301;2530;24.03.2017;;Approved;1765.3;148
302;2426;17.03.2017;True;Approved;1810;91
303;1883;18.11.2017;False;Approved;1762.96;100
304;2745;07.04.2017;False;Approved;1231.15;40
305;2819;04.01.2017;False;Approved;1240.31;146
306;792;13.12.2017;False;Approved;2005.66;62
307;923;20.04.2017;False;Approved;1403.5;80
308;3353;21.07.2017;False;Approved;980.37;31
309;3394;27.11.2017;False;Approved;1636.9;133
310;3213;21.10.2017;False;Approved;1873.97;143
311;3260;07.03.2017;False;Approved;1769.64;147
312;1015;04.12.2017;False;Approved;1403.5;19
313;2266;25.01.2017;False;Approved;1151.96;154
314;58;20.08.2017;True;Approved;227.88;28
315;3118;18.12.2017;True;Approved;1894.19;88
316;1414;01.08.2017;False;Approved;478.16;122
317;2202;19.06.2017;True;Approved;363.01;169
318;2144;31.05.2017;True;Approved;642.7;74
319;1033;09.10.2017;True;Approved;1807.45;128
320;2157;20.06.2017;True;Approved;958.74;44
321;1097;23.01.2017;False;Approved;945.04;82
322;2757;19.04.2017;False;Approved;1231.15;40
323;87;08.11.2017;True;Approved;544.05;131
324;2049;11.10.2017;False;Approved;1636.9;164
325;952;14.11.2017;True;Approved;478.16;122
326;1745;20.01.2017;False;Approved;1894.19;111
327;40;09.05.2017;True;Approved;1403.5;19
328;372;17.10.2017;True;Approved;358.39;185
329;1627;11.08.2017;True;Approved;1555.58;149
330;444;15.11.2017;False;Approved;1403.5;19
331;217;23.05.2017;False;Approved;586.45;120
